extraction_date,source_system,source_file,source_row_number,employee_id,first_name,last_name,department_code,department_name,employment_type,salary,hourly_rate,overtime_hourly_rate,consulting_firm_tax_id,consulting_firm_legal_name,performance_rating_2024,performance_rating_2023,performance_rating_2022,performance_rating_2021,performance_rating_2020,turnover_flag
2026-06-29,legacy_hr_system,employees.csv,506,506,Antonella,Moreno,D004,Sales,Contractor,,2581.82,5549.01,30-12345678-9,Alpha Consulting,Good,Good,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,507,507,Matias,Gonzalez,D003,IT,Permanent,98869.69,,,,,Good,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,508,508,Maia,Martinez,D003,IT,Permanent,77746.16,,,,,Poor,Good,Good,Fair,Good,1
2026-06-29,legacy_hr_system,employees.csv,509,509,Juan Ignacio,Ortiz,D002,Human Resources,Permanent,73301.12,,,,,Excellent,Fair,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,510,510,Bautista,Coronel,D005,Operations,Permanent,138180.3,,,,,Fair,Excellent,Excellent,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,511,511,Sofia,Diaz,D005,Operations,Contractor,,1975.66,6254.79,30-99887766-1,Delta Consulting,Good,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,512,512,Tiziana,Romero,D002,Human Resources,Contractor,,1334.46,6196.46,30-11223344-5,Gamma Consulting,Good,Fair,Excellent,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,513,513,Felipe,Mendoza,D001,Finance,Permanent,126330.52,,,,,Good,Good,Excellent,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,514,514,Benjamin,Mendez,D001,Finance,Permanent,117098.61,,,,,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,515,515,Felipe,Fernandez,D002,Human Resources,Permanent,103652.43,,,,,Poor,Good,Excellent,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,516,516,Valentina,Lopez,D003,IT,Contractor,,3319.31,4462.37,30-11223344-5,Gamma Consulting,Good,Good,Poor,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,517,517,Antonella,Gonzalez,D002,Human Resources,Permanent,153099.06,,,,,Fair,Excellent,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,518,518,Benjamin,Caceres,D004,Sales,Permanent,123426.83,,,,,Poor,Fair,Good,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,519,519,Emma,Sanchez,D005,Operations,Contractor,,3120.24,4136.39,30-12345678-9,Alpha Consulting,Good,Good,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,520,520,Joaquin,Rodriguez,D004,Sales,Contractor,,2954.44,4807.8,30-11223344-5,Gamma Consulting,Good,Good,Poor,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,521,521,Thiago Nicolas,Pereyra,D005,Operations,Permanent,68694.95,,,,,Good,Good,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,522,522,Thiago Valentin,Herrera,D004,Sales,Contractor,,1921.45,5243.26,30-99887766-1,Delta Consulting,Fair,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,523,523,Santiago Benjamin,Gutierrez,D003,IT,Permanent,125125.96,,,,,Good,Good,Poor,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,524,524,Santino,Gimenez,D003,IT,Contractor,,2852.81,4518.43,30-99887766-1,Delta Consulting,Good,Good,Fair,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,525,525,Rosario,Gonzalez,D004,Sales,Permanent,130427.45,,,,,Fair,Excellent,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,526,526,Sofia Belen,Aguero,D002,Human Resources,Permanent,103807.21,,,,,Excellent,Excellent,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,527,527,Maximo,Medina,D001,Finance,Permanent,96650.86,,,,,Good,Excellent,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,528,528,Ciro Benjamin,Rodriguez,D004,Sales,Contractor,,3156.68,3521.63,30-87654321-0,Beta Consulting,Good,Excellent,Excellent,Good,Poor,1
2026-06-29,legacy_hr_system,employees.csv,529,529,Jazmin,Ruiz,D004,Sales,Contractor,,3326.6,2797.42,30-11223344-5,Gamma Consulting,Good,Excellent,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,530,530,Ramiro,Aguirre,D005,Operations,Permanent,150874.67,,,,,Good,Good,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,531,531,Nahuel,Rodriguez,D003,IT,Permanent,134177.92,,,,,Good,Good,Excellent,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,532,532,Catalina,Cabrera,D004,Sales,Permanent,,,,,,Good,Good,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,533,533,Bautista,Perez,D005,Operations,Permanent,149480.73,,,,,Excellent,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,534,534,Juan Manuel,Molina,D004,Sales,Contractor,,4332.38,5514.37,30-87654321-0,Beta Consulting,Good,Good,Good,Fair,Poor,0
2026-06-29,legacy_hr_system,employees.csv,535,535,Juan Cruz,Toledo,D003,IT,Permanent,64773.77,,,,,Fair,Fair,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,536,536,Julia,Acosta,D004,Sales,Contractor,,1976.34,3875.18,30-11223344-5,Gamma Consulting,Fair,Good,Good,Excellent,Poor,0
2026-06-29,legacy_hr_system,employees.csv,537,537,Sofía,Gomez,D001,Finance,Permanent,120782.73,,,,,Excellent,Good,Excellent,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,538,538,Constanza,Roldan,D004,Sales,Permanent,135529.77,,,,,Fair,Poor,Good,Fair,Good,1
2026-06-29,legacy_hr_system,employees.csv,539,539,Jeremias,Vazquez,D002,Human Resources,Permanent,98227.69,,,,,Fair,Excellent,Good,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,540,540,Joaquín,Diaz,D001,Finance,Permanent,125603.0,,,,,Fair,Good,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,541,541,Facundo,Martinez,D004,Sales,Contractor,,2395.69,3888.48,30-12345678-9,Alpha Consulting,Good,Poor,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,542,542,Alma,Acosta,D001,Finance,Contractor,,1874.67,3576.77,30-12345678-9,Alpha Consulting,Good,Good,Excellent,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,543,543,Ciro,Gomez,D001,Finance,Permanent,79449.46,,,,,Good,Excellent,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,544,544,Pedro,Dominguez,D001,Finance,Permanent,90723.8,,,,,Good,Good,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,545,545,Thiago,Fernandez,D005,Operations,Permanent,151609.25,,,,,Poor,Fair,Excellent,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,546,546,Thiago Gabriel,Rodriguez,D001,Finance,Permanent,91518.03,,,,,Good,Poor,Fair,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,547,547,Ludmila,Gomez,D002,Human Resources,Permanent,198971.46,,,,,Good,Fair,Good,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,548,548,Catalina,Ponce,D005,Operations,Contractor,,3394.65,4684.84,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,549,549,Nina,Castro,D005,Operations,Permanent,94249.27,,,,,Good,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,550,550,Maria Victoria,Castro,D005,Operations,Permanent,141009.3,,,,,Excellent,Excellent,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,551,551,Ignacio,Gomez,D005,Operations,Contractor,,2539.49,4622.01,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,552,552,Benicio,Carrizo,D001,Finance,Permanent,196802.54,,,,,Good,Excellent,Poor,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,553,553,Lautaro Ezequiel,Aguero,D002,Human Resources,Permanent,117118.2,,,,,Good,Fair,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,554,554,Joaquín,Martin,D003,IT,Permanent,154478.2,,,,,Fair,Excellent,Poor,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,555,555,Juan Martin,Sosa,D004,Sales,Contractor,,2437.46,4465.01,30-12345678-9,Alpha Consulting,Good,Fair,Fair,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,556,556,Dante,Diaz,D005,Operations,Permanent,173124.02,,,,,Excellent,Excellent,Good,Poor,Poor,0
2026-06-29,legacy_hr_system,employees.csv,557,557,Ambar,Martinez,D002,Human Resources,Permanent,101190.99,,,,,Excellent,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,558,558,Santino,Farias,D004,Sales,Contractor,,4449.96,5207.75,30-11223344-5,Gamma Consulting,Good,Fair,Good,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,559,559,Guadalupe,Coronel,D005,Operations,Permanent,103126.0,,,,,Excellent,Poor,Good,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,560,560,Dante,Cordoba,D003,IT,Contractor,,3505.93,5472.55,30-99887766-1,Delta Consulting,Fair,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,561,561,Juan Gabriel,Bravo,D005,Operations,Contractor,,3497.45,2929.78,30-11223344-5,Gamma Consulting,Good,Good,Poor,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,562,562,Sara,Cabrera,D001,Finance,Permanent,98185.88,,,,,Poor,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,563,563,Santino Benjamin,Gonzalez,D003,IT,Contractor,,2801.99,4425.57,30-87654321-0,Beta Consulting,Excellent,Good,Excellent,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,564,564,Alexander,Rivero,D003,IT,Contractor,,3496.54,4677.7,30-12345678-9,Alpha Consulting,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,565,565,Thiago Benjamin,Lopez,D004,Sales,Contractor,,1931.72,4880.2,30-12345678-9,Alpha Consulting,Good,Good,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,566,566,Federico,Sanchez,D003,IT,Permanent,138317.57,,,,,Fair,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,567,567,Alma,Gonzalez,D005,Operations,Contractor,,3447.83,5580.78,30-99887766-1,Delta Consulting,Excellent,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,568,568,Tiziana,Ortiz,D002,Human Resources,Permanent,145017.66,,,,,Fair,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,569,569,Camila,Fernandez,D003,IT,Contractor,,3367.34,4429.83,30-87654321-0,Beta Consulting,Excellent,Excellent,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,570,570,Juan Manuel,Gonzalez,D005,Operations,Permanent,70171.17,,,,,Good,Fair,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,571,571,Thiago Valentin,Diaz,D005,Operations,Contractor,,3343.69,4707.69,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,572,572,Ciro,Romero,D004,Sales,Permanent,128147.37,,,,,Good,Good,Good,Excellent,Good,1
2026-06-29,legacy_hr_system,employees.csv,573,573,Thiago,Muñoz,D005,Operations,Contractor,,1978.6,3418.94,30-99887766-1,Delta Consulting,Good,Good,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,574,574,Santiago Benjamin,Ortiz,D001,Finance,Permanent,151594.59,,,,,Excellent,Poor,Poor,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,575,575,Catalina,Rodriguez,D001,Finance,Permanent,118813.35,,,,,Good,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,576,576,Mateo,Rios,D005,Operations,Permanent,140445.02,,,,,Fair,Excellent,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,577,577,Amparo,Perez,D001,Finance,Permanent,120849.55,,,,,Excellent,Good,Good,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,578,578,Antonella,Suarez,D001,Finance,Permanent,120892.68,,,,,Good,Fair,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,579,579,Simon,Perez,D004,Sales,Permanent,148148.51,,,,,Good,Poor,Excellent,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,580,580,Zoe,Gomez,D002,Human Resources,Permanent,104518.66,,,,,Poor,Good,Fair,Excellent,Poor,0
2026-06-29,legacy_hr_system,employees.csv,581,581,Pedro,Garcia,D004,Sales,Permanent,122883.62,,,,,Excellent,Good,Good,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,582,582,Agostina,Suarez,D005,Operations,Permanent,106131.74,,,,,Excellent,Good,Good,Poor,Poor,1
2026-06-29,legacy_hr_system,employees.csv,583,583,Valentina ,Gonzalez,D003,IT,Permanent,106965.11,,,,,Good,Good,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,584,584,Camila,Juarez,D002,Human Resources,Permanent,110724.84,,,,,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,585,585,Benjamin,Sanchez,D002,Human Resources,Permanent,126664.01,,,,,Good,Good,Excellent,Good,Fair,1
2026-06-29,legacy_hr_system,employees.csv,586,586,Delfina,Fernandez,D004,Sales,Contractor,,2617.0,5755.76,30-87654321-0,Beta Consulting,Good,Good,Excellent,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,587,587,Valentina,Romero,D002,Human Resources,Permanent,93161.78,,,,,Fair,Fair,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,588,588,Benjamin,Cardozo,D004,Sales,Contractor,,2850.5,4060.27,30-11223344-5,Gamma Consulting,Excellent,Excellent,Excellent,Excellent,Poor,0
2026-06-29,legacy_hr_system,employees.csv,589,589,Joaquin,Alvarez,D005,Operations,Permanent,163409.34,,,,,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,590,590,Federico,Gimenez,D005,Operations,Contractor,,3157.24,5531.84,30-99887766-1,Delta Consulting,Fair,Good,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,591,591,Zoe Jazmin,Cordoba,D001,Finance,Permanent,75433.19,,,,,Poor,Poor,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,592,592,Bautista,Guzman,D002,Human Resources,Permanent,128011.51,,,,,Poor,Poor,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,593,593,Martina,Gonzalez,D002,Human Resources,Permanent,146688.92,,,,,Fair,Good,Fair,Fair,Good,1
2026-06-29,legacy_hr_system,employees.csv,594,594,Mateo Valentin,Guzman,D005,Operations,Permanent,122468.52,,,,,Good,Fair,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,595,595,Dante,Silva,D001,Finance,Contractor,,3852.38,3982.71,30-87654321-0,Beta Consulting,Good,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,596,596,Paloma,Ramirez,D001,Finance,Permanent,162280.42,,,,,Good,Fair,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,597,597,Juan Ignacio,Gonzalez,D001,Finance,Contractor,,4839.12,4137.16,30-87654321-0,Beta Consulting,Good,Good,Excellent,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,598,598,Juan Cruz,Figueroa,D005,Operations,Permanent,106634.92,,,,,Good,Good,Excellent,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,599,599,Ana Paula,Rivero,D004,Sales,Permanent,163601.53,,,,,Good,Good,Fair,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,600,600,Alma Jazmin,Rodriguez,D004,Sales,Contractor,,4263.66,3977.14,30-12345678-9,Alpha Consulting,Good,Good,Fair,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,601,601,Juan Gabriel,Martinez,D004,Sales,Permanent,107394.4,,,,,Excellent,Good,Fair,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,602,602,Salvador,Pereyra,D001,Finance,Permanent,111546.46,,,,,Good,Fair,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,603,603,Camila,Sanchez,D002,Human Resources,Unknown,79666.48,,,,,Fair,Excellent,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,604,604,Alma,Romero,D004,Sales,Permanent,92440.44,,,,,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,605,605,Mateo,Gutierrez,D005,Operations,Permanent,89875.78,,,,,Good,Fair,Good,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,606,606,Juan Ignacio,Gimenez,D002,Human Resources,Contractor,,2385.76,4465.32,30-11223344-5,Gamma Consulting,Good,Excellent,Excellent,Poor,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,607,607,Mia Morena,Sosa,D005,Operations,Permanent,127026.44,,,,,Good,Poor,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,608,608,Ian Benjamin,Maldonado,D003,IT,Permanent,166515.01,,,,,Good,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,609,609,Zoe Valentina,Martinez,D003,IT,Permanent,90049.38,,,,,Good,Good,Good,Excellent,Good,1
2026-06-29,legacy_hr_system,employees.csv,610,610,Felipe,Diaz,D005,Operations,Contractor,,3787.46,4286.01,30-99887766-1,Delta Consulting,Fair,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,611,611,Juan Martin,Coronel,D003,IT,Permanent,118516.09,,,,,Poor,Good,Excellent,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,612,612,Ambar,Lopez,D004,Sales,Contractor,,3539.86,3377.28,30-87654321-0,Beta Consulting,Fair,Poor,Excellent,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,613,613,Thiago Nahuel,Aguirre,D002,Human Resources,Contractor,,3305.93,4666.45,30-99887766-1,Delta Consulting,Good,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,614,614,Zoe,Coronel,D003,IT,Permanent,134773.54,,,,,Excellent,Good,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,615,615,Tomàs,Blanco,D004,Sales,Contractor,,3231.33,6955.3,30-12345678-9,Alpha Consulting,Fair,Excellent,Fair,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,616,616,Tiziano,Godoy,D001,Finance,Contractor,,2489.81,3969.0,30-99887766-1,Delta Consulting,Excellent,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,617,617,Julian,Guzman,D001,Finance,Contractor,,2501.49,3944.52,30-11223344-5,Gamma Consulting,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,618,618,Lucía,Fernandez,D003,IT,Permanent,100878.39,,,,,Excellent,Fair,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,619,619,Bautista,Benitez,D005,Operations,Permanent,155670.5,,,,,Good,Fair,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,620,620,Julieta,Perez,D004,Sales,Permanent,162615.13,,,,,Fair,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,621,621,Isabella,Gimenez,D003,IT,Contractor,,2543.4,3667.64,30-87654321-0,Beta Consulting,Poor,Good,Excellent,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,622,622,Josefina,Acosta,D004,Sales,Contractor,,3377.13,3947.78,30-11223344-5,Gamma Consulting,Fair,Excellent,Fair,Fair,Poor,0
2026-06-29,legacy_hr_system,employees.csv,623,623,Isabella,Rivero,D002,Human Resources,Permanent,138987.95,,,,,Excellent,Good,Fair,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,624,624,Bautista,Guzman,D005,Operations,Contractor,,3162.34,2984.26,30-11223344-5,Gamma Consulting,Good,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,625,625,Ian,Cabrera,D003,IT,Contractor,,4238.0,6295.88,30-87654321-0,Beta Consulting,Good,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,626,626,Bianca,Medina,D002,Human Resources,Permanent,101616.34,,,,,Excellent,Poor,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,627,627,Lautaro Benjamin,Arias,D003,IT,Permanent,108368.95,,,,,Fair,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,628,628,Kiara,Acosta,D004,Sales,Permanent,128575.96,,,,,Excellent,Poor,Excellent,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,629,629,Alma Valentina,Ferreyra,D005,Operations,Contractor,,3267.57,5158.54,30-99887766-1,Delta Consulting,Good,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,630,630,Juan Cruz,Herrera,D004,Sales,Permanent,180306.14,,,,,Excellent,Fair,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,631,631,Felipe,Rodriguez,D004,Sales,Permanent,114691.58,,,,,Poor,Excellent,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,632,632,Santino,Mendoza,D003,IT,Contractor,,2361.36,3120.68,30-11223344-5,Gamma Consulting,Good,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,633,633,Alma,Vera,D003,IT,Contractor,,2415.26,4466.87,30-87654321-0,Beta Consulting,Good,Good,Fair,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,634,634,Juan Bautista,Lopez,D003,IT,Permanent,173836.74,,,,,Good,Good,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,635,635,Valentina,Benitez,D003,IT,Permanent,104471.66,,,,,Good,Good,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,636,636,Simon,Pereyra,D002,Human Resources,Contractor,,3179.03,4483.58,30-12345678-9,Alpha Consulting,Fair,Fair,Fair,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,637,637,Mateo,Torres,D001,Finance,Contractor,,3950.71,7026.93,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,638,638,Emilia,Ramirez,D003,IT,Permanent,104073.94,,,,,Good,Excellent,Fair,Fair,Poor,0
2026-06-29,legacy_hr_system,employees.csv,639,639,Alma,Luna,D001,Finance,Contractor,,2608.45,5544.16,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,640,640,Francesco,Moreno,D003,IT,Permanent,140456.74,,,,,Poor,Good,Poor,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,641,641,Bautista,Gomez,D001,Finance,Permanent,175401.22,,,,,Good,Good,Fair,Fair,Excellent,1
2026-06-29,legacy_hr_system,employees.csv,642,642,Agostina,Garcia,D001,Finance,Permanent,137517.85,,,,,Good,Poor,Excellent,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,643,643,Lisandro,Ferreyra,D005,Operations,Permanent,,,,,,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,644,644,Mia Morena,Hernandez,D002,Human Resources,Permanent,137719.64,,,,,Fair,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,645,645,Ignacio,Nuñez,D001,Finance,Permanent,153261.11,,,,,Excellent,Fair,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,646,646,Valentino,Sosa,D004,Sales,Contractor,,3656.39,5007.27,30-99887766-1,Delta Consulting,Good,Good,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,647,647,Nahiara,Quiroga,D004,Sales,Contractor,,3853.34,5669.3,30-99887766-1,Delta Consulting,Fair,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,648,648,Francesca,Luna,D001,Finance,Permanent,161464.77,,,,,Fair,Excellent,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,649,649,Maria Luz,Sanchez,D003,IT,Permanent,139461.3,,,,,Excellent,Fair,Excellent,Good,Fair,1
2026-06-29,legacy_hr_system,employees.csv,650,650,Thiago,Arias,D001,Finance,Contractor,,2866.31,4646.71,30-11223344-5,Gamma Consulting,Good,Poor,Good,Excellent,Good,1
2026-06-29,legacy_hr_system,employees.csv,651,651,Zoe Valentina,Carrizo,D005,Operations,Contractor,,3965.21,3683.06,30-99887766-1,Delta Consulting,Good,Poor,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,652,652,Milena,Ponce,D003,IT,Contractor,,3294.94,4106.66,30-11223344-5,Gamma Consulting,Excellent,Good,Excellent,Excellent,Poor,0
2026-06-29,legacy_hr_system,employees.csv,653,653,Ramiro,Pereyra,D005,Operations,Permanent,120862.34,,,,,Good,Excellent,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,654,654,Mia Valentina,Flores,D003,IT,Contractor,,4022.76,4691.1,30-12345678-9,Alpha Consulting,Fair,Good,Poor,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,655,655,Guadalupe,Torres,D002,Human Resources,Permanent,121393.1,,,,,Fair,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,656,656,Joaquin,Diaz,D002,Human Resources,Permanent,79204.32,,,,,Fair,Fair,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,657,657,Abigail,Suarez,D002,Human Resources,Permanent,142387.61,,,,,Fair,Good,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,658,658,Francisco,Fernandez,D004,Sales,Permanent,139364.53,,,,,Good,Poor,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,659,659,Bautista,Farias,D003,IT,Permanent,184897.64,,,,,Fair,Excellent,Poor,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,660,660,Santino,Vazquez,D001,Finance,Permanent,110766.65,,,,,Good,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,661,661,Miguel Angel,Cruz,D003,IT,Permanent,126574.51,,,,,Excellent,Good,Good,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,662,662,Martina,Romero,D005,Operations,Contractor,,3199.51,6077.45,30-11223344-5,Gamma Consulting,Good,Poor,Good,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,663,663,Bautista Benjamin,Fernandez,D004,Sales,Permanent,117141.13,,,,,Excellent,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,664,664,Thiago,Lopez,D001,Finance,Permanent,128370.65,,,,,Good,Fair,Good,Good,Excellent,1
2026-06-29,legacy_hr_system,employees.csv,665,665,Ludmila,Vazquez,D001,Finance,Contractor,,3486.32,4686.61,30-87654321-0,Beta Consulting,Good,Fair,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,666,666,Alma Valentina,Lopez,D002,Human Resources,Permanent,106606.99,,,,,Good,Poor,Good,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,667,667,Simon,Ramirez,D003,IT,Permanent,125822.7,,,,,Fair,Good,Excellent,Good,Poor,0
